"sourceID"	"targetID"	"sourceUN"	"targetUN"
"1163332698460393472"	"747905882042826752"	"drtevfikozlu"	"mehmetbalaban06"
"1163332698460393472"	"485100265"	"drtevfikozlu"	"HandanGani"
"1163332698460393472"	"230716440"	"drtevfikozlu"	"ProfTurnusol"
"1163332698460393472"	"3302980151"	"drtevfikozlu"	"y1u9n6u9s"
"1163332698460393472"	"420381261"	"drtevfikozlu"	"BayramTAKIN"
"1163332698460393472"	"726321509581643776"	"drtevfikozlu"	"tturankarak"
"1163332698460393472"	"349023290"	"drtevfikozlu"	"35Irmak35"
"1163332698460393472"	"94177276"	"drtevfikozlu"	"serpilakbayrak"
"1163332698460393472"	"1091793914405752835"	"drtevfikozlu"	"AlemMechul"
"1163332698460393472"	"448801173"	"drtevfikozlu"	"DilekAkcTayanc"
"1163332698460393472"	"817601418337075200"	"drtevfikozlu"	"firdefsuzunoglu"
"1163332698460393472"	"1082312727404732417"	"drtevfikozlu"	"ZeynepA36611304"
"1163332698460393472"	"988761547332866048"	"drtevfikozlu"	"EkonomiPolitik0"
"1163332698460393472"	"37932575"	"drtevfikozlu"	"Kayatas"
"1163332698460393472"	"1242536687462383617"	"drtevfikozlu"	"aysegiderr91"
"1163332698460393472"	"95036966"	"drtevfikozlu"	"aydinfidan73"
"1163332698460393472"	"1196165318747578368"	"drtevfikozlu"	"Abdulla33576439"
"1163332698460393472"	"324824907"	"drtevfikozlu"	"abdussamed23"
"1163332698460393472"	"2938011653"	"drtevfikozlu"	"timurcimen"
"1163332698460393472"	"401234382"	"drtevfikozlu"	"jalekarahan1"
"1163332698460393472"	"533343704"	"drtevfikozlu"	"mhmmdbrkshn1991"
"1163332698460393472"	"990716123216842752"	"drtevfikozlu"	"Hseyin03055086"
"1163332698460393472"	"1178432841711050755"	"drtevfikozlu"	"AliChp2"
"1163332698460393472"	"105874353"	"drtevfikozlu"	"buketcetin"
"1163332698460393472"	"2188805082"	"drtevfikozlu"	"HKTRKMN"
"1163332698460393472"	"1247544520838971393"	"drtevfikozlu"	"Hemsire15929140"
"1163332698460393472"	"1122091749319561216"	"drtevfikozlu"	"ubukluRuhu2"
"1163332698460393472"	"1132249476322799616"	"drtevfikozlu"	"Yusufaarda"
"1163332698460393472"	"87270769"	"drtevfikozlu"	"DalanAdam10"
"1163332698460393472"	"247374897"	"drtevfikozlu"	"YEMUAR"
"1163332698460393472"	"1044807393182437376"	"drtevfikozlu"	"alaattinselim"
"1163332698460393472"	"854811647889879040"	"drtevfikozlu"	"Nesrinygc07"
"1163332698460393472"	"750115874"	"drtevfikozlu"	"DEMIRTASC"
"1163332698460393472"	"51532996"	"drtevfikozlu"	"skayatekin"
"1163332698460393472"	"2402909783"	"drtevfikozlu"	"CelikbasAyse"
"1163332698460393472"	"1546762640"	"drtevfikozlu"	"ersintopoglu"
"1163332698460393472"	"398183736"	"drtevfikozlu"	"ufukcan1977"
"747905882042826752"	"781911929870770176"	"mehmetbalaban06"	"sabahsevgi35"
"385679227"	"95036966"	"nonextence"	"aydinfidan73"
"401234382"	"451784912"	"jalekarahan1"	"hasahvp"
"1520157020"	"2402909783"	"DincyurekB"	"CelikbasAyse"
