"sourceID"	"targetID"	"sourceUN"	"targetUN"
"4852869676"	"883743576953323521"	"SpokespersonGoK"	"NgigiP2037"
"4852869676"	"41771076"	"SpokespersonGoK"	"CKMahea"
"4852869676"	"3253596347"	"SpokespersonGoK"	"LubaoFm"
"4852869676"	"308927705"	"SpokespersonGoK"	"Djboyie"
"4852869676"	"14699789"	"SpokespersonGoK"	"Donochiel"
"4852869676"	"1237612181736157188"	"SpokespersonGoK"	"NarokLimited"
"4852869676"	"1112387916733579265"	"SpokespersonGoK"	"YoungTrending"
"4852869676"	"1226183903779618817"	"SpokespersonGoK"	"mbadi83611269"
"4852869676"	"1352308825"	"SpokespersonGoK"	"Amb_Dr_Sang"
"4852869676"	"3314905949"	"SpokespersonGoK"	"EkalMoses"
"4852869676"	"2481943308"	"SpokespersonGoK"	"SecurityWatchk"
"4852869676"	"2428455762"	"SpokespersonGoK"	"Stujified"
"4852869676"	"16463639"	"SpokespersonGoK"	"Mwirigi"
"4852869676"	"3233966529"	"SpokespersonGoK"	"92d04307e4fd43e"
"4852869676"	"199292694"	"SpokespersonGoK"	"NziokaWaita"
"4852869676"	"898612774024224768"	"SpokespersonGoK"	"MavinsOmollo"
"4852869676"	"218383839"	"SpokespersonGoK"	"karryjay"
"4852869676"	"272243532"	"SpokespersonGoK"	"nzivomulwa"
"4852869676"	"2541054751"	"SpokespersonGoK"	"Olaf_Ke"
"4852869676"	"576451485"	"SpokespersonGoK"	"Onyangojay"
"4852869676"	"822810049"	"SpokespersonGoK"	"bamynchebbz"
"4852869676"	"461044444"	"SpokespersonGoK"	"Sambainews"
"4852869676"	"616172310"	"SpokespersonGoK"	"MwangiGakenia"
"4852869676"	"4827362909"	"SpokespersonGoK"	"AliSaidAbeid2"
"4852869676"	"4480557501"	"SpokespersonGoK"	"etooo254"
"4852869676"	"252127936"	"SpokespersonGoK"	"Kenyayearbook"
"4852869676"	"576162066"	"SpokespersonGoK"	"alsahaaf114"
"4852869676"	"97158128"	"SpokespersonGoK"	"gardiUtd"
"4852869676"	"333916526"	"SpokespersonGoK"	"JazzyMatharu"
"4852869676"	"367768942"	"SpokespersonGoK"	"alex_omari1"
