"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"56421774"	"1234573571726422016"	"hidalgohealth"	2020-03-03 01:47:31
"1228475748639481856"	"1235239130281529346"	"Girchii"	2020-03-04 21:52:12
"1070164321294934016"	"1235061178826739712"	"cherrydroodles"	2020-03-04 10:05:06
"38769178"	"1234983074233847808"	"jimz3"	2020-03-04 04:54:44
"771434288688476160"	"1234969580105347074"	"McAllenISDCTE"	2020-03-04 04:01:07
"1086814254"	"1234964101228527620"	"AlonzoG30"	2020-03-04 03:39:20
"3219853657"	"1234948503853584385"	"cruzabel_"	2020-03-04 02:37:22
"43347283"	"1234944982018072579"	"kveotv23"	2020-03-04 02:23:22
"740350101818744832"	"1234935535367573510"	"TheLatestStrike"	2020-03-04 01:45:50
"2975279870"	"1234932675615567873"	"VanezaaBlondee"	2020-03-04 01:34:28
"448256865"	"1234889150278574081"	"starryeyedliza"	2020-03-03 22:41:31
"1086103828028628993"	"1234883532285190145"	"mariaanthonii"	2020-03-03 22:19:11
"2957096367"	"1234882449148129282"	"FIRSTRGV"	2020-03-03 22:14:53
"1220060391205752832"	"1234880289672962048"	"dani3llaaarenee"	2020-03-03 22:06:18
"66181182"	"1234852300738433025"	"jpc6760"	2020-03-03 20:15:05
"1086009202806587392"	"1234842539393458176"	"bri_0003"	2020-03-03 19:36:18
"522349058"	"1234835878708744192"	"WhatMcAllen"	2020-03-03 19:09:50
"993445987"	"1234834865700212736"	"twinkelnews"	2020-03-03 19:05:48
"17358215"	"1234833248313839620"	"jesqueda"	2020-03-03 18:59:23
"130388022"	"1234810410835988485"	"DCRUZ547"	2020-03-03 17:28:38
"963047238"	"1234790333663371264"	"LeyLey_10"	2020-03-03 16:08:51
"908156680357203968"	"1234711511999950848"	"justrobyafeel"	2020-03-03 10:55:38
"443370872"	"1234711332798320640"	"josalinas22"	2020-03-03 10:54:56
"2160043520"	"1234683580418162689"	"Mrs_B_15"	2020-03-03 09:04:39
"1026658037971468288"	"1234670902354165760"	"ansiso_18"	2020-03-03 08:14:16
"583390680"	"1234665400761081863"	"paul13usa"	2020-03-03 07:52:25
"212864657"	"1234659576290504705"	"monicadeanda95"	2020-03-03 07:29:16
"1056334062"	"1234654972345638912"	"KarmenLeonore"	2020-03-03 07:10:58
"213317795"	"1234652375547359232"	"fotografolara"	2020-03-03 07:00:39
"3333364152"	"1234651222591856645"	"xinempl"	2020-03-03 06:56:04
"772528962434064384"	"1234645354429239297"	"Jesusjesseperez"	2020-03-03 06:32:45
"24978680"	"1234639727791427584"	"carlanguiux"	2020-03-03 06:10:24
"269587592"	"1234632642508840962"	"Rocker0486"	2020-03-03 05:42:14
"325833972"	"1234632455874908166"	"PanchoGarzaR"	2020-03-03 05:41:30
"39324210"	"1234630508505714688"	"artemisia_gold"	2020-03-03 05:33:46
"30947730"	"1234630473369956352"	"micaelaegarza"	2020-03-03 05:33:37
"17141539"	"1234630302099759104"	"cbs4rgv"	2020-03-03 05:32:56
"40147623"	"1234621694041640960"	"villarreal_rgv"	2020-03-03 04:58:44
"194292301"	"1234617275367469056"	"ColonCJC"	2020-03-03 04:41:11
"965638790"	"1234615721608478720"	"yulieth_botello"	2020-03-03 04:35:00
"757837634160824320"	"1234612681304354816"	"Zacharyyy_18"	2020-03-03 04:22:55
"320914204"	"1234606858570289153"	"yanellyrms"	2020-03-03 03:59:47
"969360205023731713"	"1234605162146209793"	"Dominick0411"	2020-03-03 03:53:03
"2351810912"	"1234603850822225925"	"ValOnTheBorder"	2020-03-03 03:47:50
"180189686"	"1234603089925214209"	"HardcoreJoey"	2020-03-03 03:44:49
"53575226"	"1234600603403378688"	"LouisFromTexas"	2020-03-03 03:34:56
"1337856162"	"1234599210558857218"	"andresaldrete50"	2020-03-03 03:29:24
"241691150"	"1234595289199239168"	"JoseBorderTeam"	2020-03-03 03:13:49
"3831376633"	"1234594343660523521"	"Jsolis_20"	2020-03-03 03:10:03
"2836842356"	"1234594277407252480"	"Antanith"	2020-03-03 03:09:48
"529167243"	"1234590291702747140"	"wildboibizzle"	2020-03-03 02:53:57
"714600883"	"1234589523415314432"	"BorderMayor"	2020-03-03 02:50:54
"1195498231058378754"	"1234588314381975553"	"KRGVMarisol"	2020-03-03 02:46:06
"349511731"	"1234588307411152897"	"RisaxePhon"	2020-03-03 02:46:04
"145283839"	"1234588160048402432"	"abeIhdz"	2020-03-03 02:45:29
"135383737"	"1234587292356009986"	"erikwithak83"	2020-03-03 02:42:02
"237014905"	"1234581840171761669"	"OVargas_News"	2020-03-03 02:20:22
"246121886"	"1234580709806952449"	"bennymontecinos"	2020-03-03 02:15:53
"94265146"	"1234579634920075266"	"Telemundo40"	2020-03-03 02:11:37
"372881285"	"1234579623310172163"	"IrisNews"	2020-03-03 02:11:34
"124622359"	"1234578986354823168"	"amymend"	2020-03-03 02:09:02
"2396673174"	"1234577559876198406"	"CityOfMissionTX"	2020-03-03 02:03:22
"1121497577713803264"	"1234577389415518209"	"MayorOcana"	2020-03-03 02:02:41
"17091975"	"1234574376881750016"	"HidalgoCounty"	2020-03-03 01:50:43
