"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"133663801"	"1235641456267800576"	"BFMTV"	2020-03-06 00:30:54
"46871436"	"1235733248526954497"	"naggaroth"	2020-03-06 06:35:39
"792421759228215296"	"1235718141495463937"	"freeorga"	2020-03-06 05:35:38
"772430092291153920"	"1235695768096452610"	"Olympe777"	2020-03-06 04:06:43
"568405253"	"1235683844218654721"	"Choupie0"	2020-03-06 03:19:21
"1121031040666087424"	"1235669424717217793"	"ThibaultNero"	2020-03-06 02:22:03
"1114218158037110784"	"1235668572799713280"	"DeNangis"	2020-03-06 02:18:40
"1108091192162598912"	"1235668024314609665"	"74Loustik"	2020-03-06 02:16:29
"122346310"	"1235664394614222848"	"pampounette"	2020-03-06 02:02:03
"1022005996888240129"	"1235660772124045315"	"francetriste1"	2020-03-06 01:47:40
"476611783"	"1235651240081657858"	"b11alpina77"	2020-03-06 01:09:47
"2605305069"	"1235649040118951936"	"AmahSidi"	2020-03-06 01:01:03
"491771212"	"1235649030190845954"	"pirenightmare"	2020-03-06 01:01:00
"738289804866162688"	"1235647355359125504"	"enobkered1"	2020-03-06 00:54:21
"1876470020"	"1235645059057348608"	"lioneltxr"	2020-03-06 00:45:13
"901535478"	"1235644059324211200"	"lautard65"	2020-03-06 00:41:15
"416960757"	"1235643947797622784"	"Til1988"	2020-03-06 00:40:48
"3094656005"	"1235643881519304704"	"killeuse76"	2020-03-06 00:40:33
"134234809"	"1235642729654345728"	"RiseCosmicDance"	2020-03-06 00:35:58
"2912677426"	"1235642046939095041"	"ALERTES_INFO"	2020-03-06 00:33:15
"2433542039"	"1235641965946994692"	"thudao76"	2020-03-06 00:32:56
"886889483815313408"	"1235641958032445440"	"thomas02q"	2020-03-06 00:32:54
"1613113950"	"1235641901031673856"	"aidesoignante44"	2020-03-06 00:32:40
