"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"355989081"	"1246333065779167232"	"ANI"	2020-04-04 12:35:33
"995206914660339712"	"1246469556727623680"	"Ravidust"	2020-04-04 21:37:55
"940588258118975489"	"1246394971222986752"	"MohitHyderabadi"	2020-04-04 16:41:32
"745194152090963968"	"1246382832810733569"	"bidya789"	2020-04-04 15:53:18
"1164197992414380032"	"1246366605933572096"	"LokeshD25199980"	2020-04-04 14:48:49
"2933265900"	"1246365796676161540"	"DrRomaIsrani"	2020-04-04 14:45:36
"198835978"	"1246365666044596224"	"SRK_Worshipper"	2020-04-04 14:45:05
"372321689"	"1246361326307270657"	"nemityadav1"	2020-04-04 14:27:51
"3286608241"	"1246357162432950272"	"kalash__47"	2020-04-04 14:11:18
"1164442313944260608"	"1246354358221959168"	"Indian123_"	2020-04-04 14:00:09
"1071625734261620736"	"1246354146095017985"	"HarshRa54657978"	2020-04-04 13:59:19
"100941458"	"1246345997233442816"	"Praveenm__"	2020-04-04 13:26:56
"1060078574965678080"	"1246341759065452544"	"raviyadav09"	2020-04-04 13:10:05
"1112594833233702912"	"1246341192607862784"	"MangalM25"	2020-04-04 13:07:50
"756912024676802561"	"1246341030124728323"	"aurvabhrg"	2020-04-04 13:07:12
"3182589894"	"1246339124363214849"	"KUKIL14"	2020-04-04 12:59:37
"987569213224116224"	"1246338467556134912"	"RajeevS27545206"	2020-04-04 12:57:01
"488135808"	"1246337991083081728"	"Soumya101011"	2020-04-04 12:55:07
"700605640071221248"	"1246337796052115458"	"LalithKris"	2020-04-04 12:54:21
"768820495370321920"	"1246337072215949313"	"nayansarma130"	2020-04-04 12:51:28
"92514173"	"1246337029920542720"	"RaneshTiwari"	2020-04-04 12:51:18
"210402450"	"1246336986245255170"	"AskRaushan"	2020-04-04 12:51:07
"2529612656"	"1246336794477518848"	"jitudas8984"	2020-04-04 12:50:22
"1176809646658486273"	"1246336608938295296"	"CricBollyBuzz"	2020-04-04 12:49:38
"1051505987880771586"	"1246336583864745985"	"rambo56089743"	2020-04-04 12:49:32
"2485858266"	"1246336409511907328"	"RahulAnand444"	2020-04-04 12:48:50
"1699950409"	"1246335901472419840"	"srutipritamM"	2020-04-04 12:46:49
"700755395715837952"	"1246335651898785799"	"imrahul1009"	2020-04-04 12:45:49
"394162289"	"1246335573091995649"	"BiharMeYiBa"	2020-04-04 12:45:31
"64293914"	"1246335557627600897"	"Ozzy_Crazy"	2020-04-04 12:45:27
"4191906554"	"1246335453193592834"	"CoolGuy12356"	2020-04-04 12:45:02
"801503636865986560"	"1246335258934439937"	"AIOISOIA"	2020-04-04 12:44:16
"2575305265"	"1246335087886520320"	"amgoel15"	2020-04-04 12:43:35
"2781955597"	"1246334876975915008"	"MsnNagpur"	2020-04-04 12:42:45
"935073367"	"1246334852808372225"	"studstguy"	2020-04-04 12:42:39
"20842368"	"1246334757857898496"	"mnshzz"	2020-04-04 12:42:16
"1244204128840155144"	"1246334755555115009"	"ExliberalIndian"	2020-04-04 12:42:16
"99014337"	"1246334749372628992"	"goswami07"	2020-04-04 12:42:14
"235529423"	"1246334448951410690"	"VIJAYraghavSING"	2020-04-04 12:41:03
"173064517"	"1246334355040948224"	"mvnair212"	2020-04-04 12:40:40
"354825441"	"1246334231770357760"	"Sarcastic__Raj"	2020-04-04 12:40:11
"283409706"	"1246333992002973696"	"TridibIANS"	2020-04-04 12:39:14
"1391810504"	"1246333787497066498"	"BeingUddipon07"	2020-04-04 12:38:25
"2501906490"	"1246333760515084289"	"MrMrambarish"	2020-04-04 12:38:18
"119328096"	"1246333637047418880"	"ace_critic"	2020-04-04 12:37:49
"1022899514229837826"	"1246333542734409728"	"scubadiver0099"	2020-04-04 12:37:27
"1208660621220122625"	"1246333394448982019"	"DevKuma43943937"	2020-04-04 12:36:51
"1071477769"	"1246333360080736257"	"imohitgurjar"	2020-04-04 12:36:43
"1679835732"	"1246333358055067648"	"b_Ghy1"	2020-04-04 12:36:42
"4170682492"	"1246333337049808896"	"pavank1979"	2020-04-04 12:36:37
"1172093535606018048"	"1246333306569805824"	"cric_ryan"	2020-04-04 12:36:30
"4291947141"	"1246333283324944384"	"sureshtory"	2020-04-04 12:36:25
"1167051163935461376"	"1246333266820390914"	"JibitMedhi"	2020-04-04 12:36:21
"138344448"	"1246333209605857281"	"DigantaBJP"	2020-04-04 12:36:07
"1673009221"	"1246333208016220162"	"divas_ranjan"	2020-04-04 12:36:07
"2845256085"	"1246333176680611840"	"HemendraSongara"	2020-04-04 12:35:59
"147229311"	"1246333171374817281"	"BRIGBIN"	2020-04-04 12:35:58
"850640042"	"1246333152206807040"	"alap003319"	2020-04-04 12:35:53
