"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"845571660090671104"	"1105393223462207488"	"descifraguerra"	2019-03-12 14:30:56
"766684172"	"1249920370510934017"	"Paristation"	2020-04-14 10:10:13
"1094643745490903042"	"1244901439094300672"	"AmUsamaCh"	2020-03-31 13:46:46
"470169082"	"1107228389604249600"	"DavidFdezCorr"	2019-03-17 16:03:14
"437505724"	"1106610007376834560"	"PabloGomeez9"	2019-03-15 23:06:00
"866175656354340865"	"1106568889692053504"	"POLITICOHN504"	2019-03-15 20:22:37
"2420218840"	"1106563399884910594"	"pablogc_98"	2019-03-15 20:00:48
"922357287481757697"	"1106554333045362689"	"IgnotoLugar"	2019-03-15 19:24:46
"835896948712423424"	"1106233139175792640"	"lostarec"	2019-03-14 22:08:27
"538284303"	"1105934262962925572"	"ZanahorioXIV"	2019-03-14 02:20:50
"498775890"	"1105870153261166594"	"Gonziel"	2019-03-13 22:06:05
"986725677771739136"	"1105597968185479168"	"acerower74"	2019-03-13 04:04:31
"80404498"	"1105576238456795136"	"SoyAlitsa"	2019-03-13 02:38:10
"274637463"	"1105530804418035714"	"JNGRdespacho"	2019-03-12 23:37:38
"750009570819469312"	"1105479921663688704"	"TienesRazonyono"	2019-03-12 20:15:26
"514880785"	"1105471978746593280"	"Freddy13Perez"	2019-03-12 19:43:53
"940125912"	"1105457990340173826"	"elbacete"	2019-03-12 18:48:17
"978741464"	"1105453279549497344"	"Apitxat"	2019-03-12 18:29:34
"234690126"	"1105442160415916032"	"Estigiaed"	2019-03-12 17:45:23
"881821478324514816"	"1105429091409375233"	"rdelaf_"	2019-03-12 16:53:27
"146578434"	"1105417047297744897"	"dkobotero"	2019-03-12 16:05:36
"974401034431946753"	"1105411809828356096"	"Manuelrh1896"	2019-03-12 15:44:47
"2983988482"	"1105408527173148672"	"marioelaprendiz"	2019-03-12 15:31:45
"733195862"	"1105406305844584448"	"NicolastxikiTo"	2019-03-12 15:22:55
"282974653"	"1105405445391425536"	"tuverash"	2019-03-12 15:19:30
"1097175369759772672"	"1105405253174915073"	"naufragauta"	2019-03-12 15:18:44
"3003483310"	"1105403416279482368"	"RomanAlbero"	2019-03-12 15:11:26
"716303587"	"1105399163192266753"	"Masetita_"	2019-03-12 14:54:32
"753992018054025218"	"1105398554254888960"	"lulofuertes"	2019-03-12 14:52:07
"1063884070965428224"	"1105398498583752704"	"JosAlvarezEstr1"	2019-03-12 14:51:54
"24950746"	"1105395527477276673"	"nachazo"	2019-03-12 14:40:05
"418873544"	"1105394807986442240"	"LaVozdeCasandra"	2019-03-12 14:37:14
"118699262"	"1105394350731812870"	"milianidaniel"	2019-03-12 14:35:25
"121226825"	"1105394248436928517"	"titulitos"	2019-03-12 14:35:00
"886684797061529600"	"1105394123782139906"	"josep_ball"	2019-03-12 14:34:30
