"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"156464691"	"1243108863676579840"	"7NewsSydney"	2020-03-26 15:03:43
"2662598947"	"1245637430222315520"	"nmano5"	2020-04-02 14:31:20
"358681085"	"1244217798349348864"	"SylviaPatcas"	2020-03-29 16:30:14
"141564231"	"1243547191605522433"	"nittifidel"	2020-03-27 20:05:29
"434027211"	"1243299439982161921"	"MoodyMegsy"	2020-03-27 03:41:00
"1069937918674841600"	"1243277774170624000"	"amasawa_s"	2020-03-27 02:14:55
"612128383"	"1243266575819403264"	"persi_prianto"	2020-03-27 01:30:25
"252059710"	"1243263817368383488"	"harfanoz"	2020-03-27 01:19:27
"9519472"	"1243184866507632640"	"PetraMasekArt"	2020-03-26 20:05:44
"712367512655151106"	"1243170067069554689"	"luckie_jenny"	2020-03-26 19:06:55
"2571621626"	"1243151175915978753"	"zheezyme"	2020-03-26 17:51:51
"2863501679"	"1243138920688254979"	"trissettehamer"	2020-03-26 17:03:09
"704733815650910208"	"1243129161855586308"	"1panda00"	2020-03-26 16:24:23
"1680217220"	"1243126719239696384"	"tsirisena"	2020-03-26 16:14:40
"824144819937312768"	"1243122367561261057"	"AggieScipione"	2020-03-26 15:57:23
"1167611353881645056"	"1243116555984044033"	"Ocean16931376"	2020-03-26 15:34:17
"742193167441633280"	"1243114970679672832"	"hdimara79"	2020-03-26 15:27:59
"3271887548"	"1243114285577801730"	"penkcallanan"	2020-03-26 15:25:16
"1181528660005679104"	"1243111631883624448"	"AnitaN1007"	2020-03-26 15:14:43
"323795774"	"1243110959650136065"	"smithy1874"	2020-03-26 15:12:03
"301403776"	"1243110044251467777"	"yeojin0113"	2020-03-26 15:08:25
"1252701"	"1243109886189170688"	"ewsteen"	2020-03-26 15:07:47
"1229307095335366657"	"1243109840416718848"	"baiqi_hu"	2020-03-26 15:07:36
"172511546"	"1243109421670072326"	"danibuoj"	2020-03-26 15:05:56
"555227531"	"1243109361079238658"	"monty_chadha"	2020-03-26 15:05:42
"922861225"	"1243108996820566016"	"sanj971"	2020-03-26 15:04:15
"864018457347502080"	"1243108912657625088"	"thewildc4rd"	2020-03-26 15:03:55
