"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"1251184261199167491"	"1254327045019951104"	"AayoBado"	2020-04-26 14:00:46
"845894863"	"1254800723969097728"	"sachin_s_malji"	2020-04-27 21:23:00
"989833297474633729"	"1254771956076797953"	"jitendra_2003"	2020-04-27 19:28:41
"1490792558"	"1254628526776389632"	"humanity62"	2020-04-27 09:58:45
"385918976"	"1254587347280130049"	"DrManishaDeokar"	2020-04-27 07:15:07
"492268202"	"1254572756886315013"	"nehal_raval"	2020-04-27 06:17:08
"595234288"	"1254479663512072192"	"ahirevivek7"	2020-04-27 00:07:13
"421223710"	"1254431102170693632"	"AkashOswal"	2020-04-26 20:54:15
"812478067880972288"	"1254414977919680515"	"UmakarreddyP16"	2020-04-26 19:50:11
"989547884864565249"	"1254393859511115776"	"Kanwaraj6"	2020-04-26 18:26:16
"743106083271544836"	"1254387837694283776"	"Nmo_Political"	2020-04-26 18:02:20
"95833708"	"1254382167330873345"	"talktovardhan"	2020-04-26 17:39:48
"964312837"	"1254378303340843008"	"ckausalye"	2020-04-26 17:24:27
"513424736"	"1254375372340072448"	"DAAL_BAATI1008"	2020-04-26 17:12:48
"1161644110198890502"	"1254360224405880833"	"mahaaashay"	2020-04-26 16:12:37
"2534922531"	"1254354595125608451"	"vijayahir360"	2020-04-26 15:50:14
"2519890033"	"1254346410717335552"	"bole_baba"	2020-04-26 15:17:43
"1418885305"	"1254346027945078784"	"bhushangorey"	2020-04-26 15:16:12
"939890655332933632"	"1254345605813542912"	"jayant_rokade"	2020-04-26 15:14:31
"2721943633"	"1254342070065651712"	"raviraj1521"	2020-04-26 15:00:28
"1627850803"	"1254339468053508096"	"mechyyogi"	2020-04-26 14:50:08
"1330882561"	"1254338364922195968"	"KESHAV_257"	2020-04-26 14:45:45
"814474101343617025"	"1254337220565102597"	"im_SanjayG"	2020-04-26 14:41:12
"898945145802018816"	"1254336600953311234"	"helloravipra"	2020-04-26 14:38:44
"1236667752670277635"	"1254335788655038464"	"56dchess"	2020-04-26 14:35:31
"897034229220900866"	"1254332500735856640"	"heisenberg6985"	2020-04-26 14:22:27
"1206171032102400000"	"1254332310318485504"	"Karma4Moksh"	2020-04-26 14:21:41
"45084342"	"1254332202688667649"	"tapanam"	2020-04-26 14:21:16
"294510918"	"1254327832055967744"	"we_Love_modi"	2020-04-26 14:03:54
