"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"1691766560"	"717454137160503296"	"ivssoficial"	2016-04-06 02:19:30
"4405546221"	"719213396110000128"	"mairacardenas19"	2016-04-10 22:50:10
"160093928"	"718264205267374080"	"lluviamarvelia"	2016-04-08 07:58:25
"3362483801"	"718104199918125056"	"YanidethU"	2016-04-07 21:22:37
"1323436794"	"718093253300654081"	"ivssambgperozo"	2016-04-07 20:39:07
"286408302"	"717926360258383872"	"YsabelA3"	2016-04-07 09:35:57
"148798322"	"717845160965644290"	"LcdaLugo"	2016-04-07 04:13:17
"79532820"	"717792502250659840"	"pedrobracho"	2016-04-07 00:44:03
"2834474230"	"717759156166463489"	"OAPORLAMARIVSS"	2016-04-06 22:31:32
"2811800535"	"717756969206067200"	"IVSSOAMARACAY"	2016-04-06 22:22:51
"2859346174"	"717722528026853376"	"dvillaamaya"	2016-04-06 20:05:59
"2830288030"	"717715465917898752"	"OficAdmTucupita"	2016-04-06 19:37:56
"2834415831"	"717709976064626688"	"OAELCALLAOIVSS"	2016-04-06 19:16:07
"701495344685785088"	"717679842150522880"	"juanelvijilant3"	2016-04-06 17:16:22
"598365315"	"717679523765030912"	"oswaldo508"	2016-04-06 17:15:06
"2934088562"	"717678661332307968"	"ivss_oavlp"	2016-04-06 17:11:41
"2776290510"	"717677347743383552"	"IVSSlinomaradei"	2016-04-06 17:06:28
"1002983942"	"717671848717262848"	"pepacheco28"	2016-04-06 16:44:37
"2903027319"	"717668865686286336"	"AMB_FRANCISCORL"	2016-04-06 16:32:45
"142796762"	"717563378328322048"	"jeanzona8"	2016-04-06 09:33:35
"2889691515"	"717549012468047873"	"monica202053"	2016-04-06 08:36:30
"2320085844"	"717546426260131840"	"Odontoivss"	2016-04-06 08:26:14
"3012527949"	"717543630668476416"	"unpi_ivss"	2016-04-06 08:15:07
"3002479287"	"717535069007704064"	"ivsshoralmeida"	2016-04-06 07:41:06
"2820245369"	"717521370620497920"	"IVSSPARAISO_OA"	2016-04-06 06:46:40
"606652599"	"717510406324035584"	"SGoncalves74"	2016-04-06 06:03:06
"2718285627"	"717508810051551232"	"rodriguezluisa6"	2016-04-06 05:56:45
"2832316107"	"717492996661501952"	"OASANTABARBARA"	2016-04-06 04:53:55
"139852057"	"717478799424798721"	"lisethcz"	2016-04-06 03:57:30
"142029292"	"717462879537078272"	"arriechemetro"	2016-04-06 02:54:14
"166680783"	"717462746548273157"	"jacd4580"	2016-04-06 02:53:43
"2177250802"	"717462084896817152"	"AnaDiliaAndrade"	2016-04-06 02:51:05
"2832631899"	"717459448088903681"	"OALAVICTORIA"	2016-04-06 02:40:36
