"sourceID"	"targetID"	"sourceUN"	"targetUN"
"1117898546055761920"	"931635071651418112"	"BarnettforAZ"	"CindyProUSA"
"1117898546055761920"	"524737603"	"BarnettforAZ"	"katmcintyre"
"1117898546055761920"	"824308990104469504"	"BarnettforAZ"	"Finnegan1Katie"
"1117898546055761920"	"17549060"	"BarnettforAZ"	"doncatu"
"1117898546055761920"	"835337739444736000"	"BarnettforAZ"	"Rebecca11831911"
"1117898546055761920"	"29547555"	"BarnettforAZ"	"JourneysNonnie"
"1117898546055761920"	"768229377205297156"	"BarnettforAZ"	"Jordan41000421"
"1117898546055761920"	"1226757039461818369"	"BarnettforAZ"	"ElizabethDavos"
"1117898546055761920"	"1320158250151538689"	"BarnettforAZ"	"naynay33332"
"1117898546055761920"	"786782829933912064"	"BarnettforAZ"	"FreedomAdvisor1"
"1117898546055761920"	"830144403708669952"	"BarnettforAZ"	"ShivesSteven"
"1117898546055761920"	"399084072"	"BarnettforAZ"	"SmithKms1970"
"1117898546055761920"	"2298558096"	"BarnettforAZ"	"BHarvey04"
"1117898546055761920"	"293631912"	"BarnettforAZ"	"Kintu3"
"1117898546055761920"	"1382807377"	"BarnettforAZ"	"barnumsgold"
"1117898546055761920"	"970420540455387138"	"BarnettforAZ"	"DaBearsk35"
"1117898546055761920"	"178772721"	"BarnettforAZ"	"robichatterji"
"1117898546055761920"	"865185030"	"BarnettforAZ"	"PeaceWinsNowUSA"
"1117898546055761920"	"1319427050629980161"	"BarnettforAZ"	"Censoredrepubl1"
"1117898546055761920"	"825344175902191617"	"BarnettforAZ"	"Zep5150"
"1117898546055761920"	"829532477723115520"	"BarnettforAZ"	"cLRA8rAiXvcfMpC"
"1117898546055761920"	"1286699517644099585"	"BarnettforAZ"	"GregMar68775101"
"1117898546055761920"	"924026065860878336"	"BarnettforAZ"	"mbosco4338"
"1117898546055761920"	"342774729"	"BarnettforAZ"	"AngieBurley"
"1117898546055761920"	"414563038"	"BarnettforAZ"	"TMB3000"
"1117898546055761920"	"565112744"	"BarnettforAZ"	"clark7950"
"1117898546055761920"	"4004425940"	"BarnettforAZ"	"zeepee63"
"1117898546055761920"	"242796179"	"BarnettforAZ"	"mfj748587"
"1117898546055761920"	"1129797574897152001"	"BarnettforAZ"	"Joe77The"
"1117898546055761920"	"1324832927071506432"	"BarnettforAZ"	"Chatter64405762"
"1117898546055761920"	"1062665119"	"BarnettforAZ"	"AlbertLau2011"
"1117898546055761920"	"4512470832"	"BarnettforAZ"	"confl8"
"1117898546055761920"	"268462412"	"BarnettforAZ"	"VoldemortJPP"
"1117898546055761920"	"2610980352"	"BarnettforAZ"	"pnuts36"
"1117898546055761920"	"1109789852386684928"	"BarnettforAZ"	"careraorganix"
"1117898546055761920"	"922511637411651584"	"BarnettforAZ"	"RealitySmackU"
"1117898546055761920"	"7074132"	"BarnettforAZ"	"dianalward"
"1117898546055761920"	"1247624292512260099"	"BarnettforAZ"	"speakerforthed5"
"1117898546055761920"	"1081701600404619264"	"BarnettforAZ"	"neverleftbehin2"
"1117898546055761920"	"1337807726328434688"	"BarnettforAZ"	"AV54644291"
"1117898546055761920"	"1287843807539507202"	"BarnettforAZ"	"For_Lisa_7"
"1117898546055761920"	"570115053"	"BarnettforAZ"	"saveusrepublic2"
"1117898546055761920"	"84160841"	"BarnettforAZ"	"FN92"
"1117898546055761920"	"785292569689231360"	"BarnettforAZ"	"bma3421"
"1117898546055761920"	"49694359"	"BarnettforAZ"	"Outhere"
"1117898546055761920"	"1241091445110362112"	"BarnettforAZ"	"FearNot01132950"
"1117898546055761920"	"24646702"	"BarnettforAZ"	"dianeski"
"1117898546055761920"	"705751387452350464"	"BarnettforAZ"	"Grandpaw141"
"1117898546055761920"	"1293162569125859328"	"BarnettforAZ"	"GuyverQ87"
"1117898546055761920"	"430701258"	"BarnettforAZ"	"1PatriotPlanet"
"1117898546055761920"	"597707513"	"BarnettforAZ"	"ZaraBerry2"
"1117898546055761920"	"898820870"	"BarnettforAZ"	"SunnyDay3020"
"1117898546055761920"	"1154105546741563393"	"BarnettforAZ"	"Lil18347475"
"1117898546055761920"	"914681823006994432"	"BarnettforAZ"	"apiainnsamoa"
"1117898546055761920"	"70860468"	"BarnettforAZ"	"1artniece2"
"1117898546055761920"	"786235661908967424"	"BarnettforAZ"	"carrie_dixonLHC"
"1095385732447911936"	"931635071651418112"	"SleepNoMore3"	"CindyProUSA"
"1296594903779205120"	"931635071651418112"	"Max68371329"	"CindyProUSA"
"931635071651418112"	"1226757039461818369"	"CindyProUSA"	"ElizabethDavos"
"931635071651418112"	"399084072"	"CindyProUSA"	"SmithKms1970"
"931635071651418112"	"213193209"	"CindyProUSA"	"GaryAPowell"
"931635071651418112"	"414563038"	"CindyProUSA"	"TMB3000"
"931635071651418112"	"565112744"	"CindyProUSA"	"clark7950"
"931635071651418112"	"1247624292512260099"	"CindyProUSA"	"speakerforthed5"
"931635071651418112"	"1081701600404619264"	"CindyProUSA"	"neverleftbehin2"
"931635071651418112"	"570115053"	"CindyProUSA"	"saveusrepublic2"
"931635071651418112"	"785292569689231360"	"CindyProUSA"	"bma3421"
"931635071651418112"	"49694359"	"CindyProUSA"	"Outhere"
"931635071651418112"	"997168457857855488"	"CindyProUSA"	"kcorb0427"
"524737603"	"293631912"	"katmcintyre"	"Kintu3"
"524737603"	"414563038"	"katmcintyre"	"TMB3000"
"524737603"	"570115053"	"katmcintyre"	"saveusrepublic2"
"29547555"	"414563038"	"JourneysNonnie"	"TMB3000"
"830144403708669952"	"293631912"	"ShivesSteven"	"Kintu3"
"830144403708669952"	"213193209"	"ShivesSteven"	"GaryAPowell"
"830144403708669952"	"49694359"	"ShivesSteven"	"Outhere"
"814267349859762176"	"399084072"	"earaliehs"	"SmithKms1970"
"814267349859762176"	"293631912"	"earaliehs"	"Kintu3"
"814267349859762176"	"970420540455387138"	"earaliehs"	"DaBearsk35"
"814267349859762176"	"7074132"	"earaliehs"	"dianalward"
"814267349859762176"	"570115053"	"earaliehs"	"saveusrepublic2"
"814267349859762176"	"997168457857855488"	"earaliehs"	"kcorb0427"
"399084072"	"293631912"	"SmithKms1970"	"Kintu3"
"293631912"	"841065287063490561"	"Kintu3"	"HofstedeRonny"
"293631912"	"924026065860878336"	"Kintu3"	"mbosco4338"
"293631912"	"414563038"	"Kintu3"	"TMB3000"
"293631912"	"922511637411651584"	"Kintu3"	"RealitySmackU"
"293631912"	"7074132"	"Kintu3"	"dianalward"
"293631912"	"1081701600404619264"	"Kintu3"	"neverleftbehin2"
"293631912"	"570115053"	"Kintu3"	"saveusrepublic2"
"293631912"	"84160841"	"Kintu3"	"FN92"
"293631912"	"49694359"	"Kintu3"	"Outhere"
"293631912"	"997168457857855488"	"Kintu3"	"kcorb0427"
"293631912"	"597707513"	"Kintu3"	"ZaraBerry2"
"293631912"	"70860468"	"Kintu3"	"1artniece2"
"970420540455387138"	"997168457857855488"	"DaBearsk35"	"kcorb0427"
"876605105012920320"	"865185030"	"Jim56777434"	"PeaceWinsNowUSA"
"865185030"	"414563038"	"PeaceWinsNowUSA"	"TMB3000"
"841065287063490561"	"924026065860878336"	"HofstedeRonny"	"mbosco4338"
"924026065860878336"	"7074132"	"mbosco4338"	"dianalward"
