"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"1304099805677776896"	"1340191659913433088"	"jilydulin3"	2020-12-19 12:36:05
"3229496760"	"1340505141988880385"	"starlowell"	2020-12-20 09:21:45
"1159907075088146432"	"1340362865413394433"	"JorettaFulling1"	2020-12-19 23:56:24
"1248286161459646465"	"1340307646965006336"	"JoAnnaMMcDonal1"	2020-12-19 20:16:59
"4202023043"	"1340285863658438661"	"ByfieldShires"	2020-12-19 18:50:25
"813615192831455232"	"1340270108338343938"	"mrerikak"	2020-12-19 17:47:49
"901240694"	"1340261307069517827"	"AnnetteTaylor33"	2020-12-19 17:12:51
"785960239157825536"	"1340245704141385728"	"DotPhil11"	2020-12-19 16:10:51
"1142169493411528704"	"1340242443099238410"	"ssheppard01"	2020-12-19 15:57:53
"1322142789023469568"	"1340240449169207298"	"TennesseeTroub1"	2020-12-19 15:49:58
"705971785678761984"	"1340239228064595968"	"_powerlineman_"	2020-12-19 15:45:07
"1306600023791218688"	"1340237128727490563"	"JohnDow35186520"	2020-12-19 15:36:46
"2511256044"	"1340236952017113089"	"Cressy777Jeri"	2020-12-19 15:36:04
"994336834242203648"	"1340234718546157568"	"PaulDon47014588"	2020-12-19 15:27:11
"1323840085234765824"	"1340233463027384322"	"jobie_myers"	2020-12-19 15:22:12
"1140353423365332992"	"1340233444530548737"	"MsLo70188561"	2020-12-19 15:22:08
"620106850"	"1340233191718830081"	"LibertyLoud"	2020-12-19 15:21:07
"1119403326934790145"	"1340232839212765184"	"Stephan75953334"	2020-12-19 15:19:43
"1096851302372556806"	"1340232745075748864"	"KimRick31years"	2020-12-19 15:19:21
"391845440"	"1340232028957126656"	"rphoff"	2020-12-19 15:16:30
"1228060020157407242"	"1340231872761217030"	"Granddaddog"	2020-12-19 15:15:53
"1333488988158627846"	"1340231423555354624"	"OlleyAir"	2020-12-19 15:14:06
"1045558231"	"1340231223155847168"	"VFL2013"	2020-12-19 15:13:18
