"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"18116897"	"1338172697818370051"	"summerattention"	2020-12-13 22:53:27
"1339667798746951682"	"1340032985601609729"	"Anita86473615"	2020-12-19 02:05:35
"1142971511034318848"	"1339572618937180163"	"Telma37313958"	2020-12-17 19:36:15
"4279165702"	"1339533226264702979"	"Livre__Opiniao"	2020-12-17 16:59:43
"18774342"	"1339469011826962432"	"KimBrame"	2020-12-17 12:44:33
"1301864427420028928"	"1339390670868422657"	"LMS54110765"	2020-12-17 07:33:15
"295211634"	"1339322677656510472"	"CathyMcRorie"	2020-12-17 03:03:04
"1322923458351624193"	"1339311219400867840"	"Carson2Betsy"	2020-12-17 02:17:32
"24122446"	"1339170754261372929"	"scarlettethread"	2020-12-16 16:59:23
"705904894952083456"	"1338926857371041792"	"Bonjin007"	2020-12-16 00:50:13
"796851917569884160"	"1338780177715712003"	"larner_ann"	2020-12-15 15:07:22
"2453605819"	"1338757603724120066"	"cherry_blanche1"	2020-12-15 13:37:40
"101253010"	"1338755152845692928"	"Shalabeya555"	2020-12-15 13:27:55
"18006301"	"1338754925229051904"	"PG1701"	2020-12-15 13:27:01
"705902091793883136"	"1338754069624725504"	"Trump5America"	2020-12-15 13:23:37
"1449739435"	"1338753885607903232"	"__End_the_Fed"	2020-12-15 13:22:53
"825858389955600385"	"1338753699099725826"	"RominaG81779894"	2020-12-15 13:22:09
"2179367215"	"1338753158256816128"	"Aloha2Trump"	2020-12-15 13:20:00
"20273200"	"1338197441687015433"	"RonanRedstone"	2020-12-14 00:31:47
"1160396485030305792"	"1338197290532659202"	"one_ronan"	2020-12-14 00:31:11
