"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"227251477"	"1326948472742965251"	"tweetlelidy"	2020-11-12 23:32:24
"1069229121371365376"	"1327009441284321286"	"gunteralbert1"	2020-11-13 03:34:40
"1253425997619159049"	"1327005188985671695"	"Sandra54319411"	2020-11-13 03:17:46
"945729719827419136"	"1326996306389307399"	"CDoncorleone"	2020-11-13 02:42:28
"399604855"	"1326992741256073217"	"huigen2"	2020-11-13 02:28:18
"1378925780"	"1326992016094408709"	"balkemahans"	2020-11-13 02:25:25
"1121503564621406208"	"1326991421560287243"	"elvisthekingo"	2020-11-13 02:23:03
"25808449"	"1326979540678299659"	"milanpavic"	2020-11-13 01:35:51
"1017383741403156480"	"1326976489515061251"	"Ramesh13145522"	2020-11-13 01:23:43
"1293170104058945537"	"1326974259760082944"	"Twittelier1"	2020-11-13 01:14:52
"299008083"	"1326965555010691072"	"manyavo"	2020-11-13 00:40:16
"1279064283574304769"	"1326964143975510016"	"pietjeb03858021"	2020-11-13 00:34:40
"1109526308835471360"	"1326963336068608001"	"JanssenG10"	2020-11-13 00:31:27
"1224089774866272263"	"1326960845830680576"	"robertpijkeren"	2020-11-13 00:21:34
"1076055558925492224"	"1326955078977286158"	"StegerhoekG"	2020-11-12 23:58:39
"4763532796"	"1326951393446531074"	"Ruud_vdz"	2020-11-12 23:44:00
"1312830884454817792"	"1326949834729934850"	"TruthSe22093584"	2020-11-12 23:37:48
"38665903"	"1326949780690530306"	"HellaWoland"	2020-11-12 23:37:35
"54171175"	"1326949111057305600"	"lilyflower36"	2020-11-12 23:34:56
"1081887959002083333"	"1326949059630931970"	"oysterley"	2020-11-12 23:34:43
"1155041418056032256"	"1326948532646014979"	"NerumWim"	2020-11-12 23:32:38
