"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"25560093"	"1340369300452864000"	"xoxoPatrioticRN"	2020-12-20 00:21:58
"51449233"	"1340559614497140737"	"Random230"	2020-12-20 12:58:13
"898857896"	"1340414770109964289"	"killinger_lisa"	2020-12-20 03:22:39
"1324969932765990913"	"1340394306767613952"	"BudBud1776"	2020-12-20 02:01:20
"3237526055"	"1340381865627299842"	"marymillslowe"	2020-12-20 01:11:54
"1254069938609946625"	"1340381700300414980"	"Kathy99195007"	2020-12-20 01:11:15
"1292845792013643776"	"1340381696684769285"	"Greg21504871"	2020-12-20 01:11:14
"1334256655412891648"	"1340376099604279296"	"Zwerni1"	2020-12-20 00:48:59
"1047278190014730241"	"1340374908669485058"	"RedwanArosh1"	2020-12-20 00:44:15
"4478468420"	"1340373460304896000"	"VHBigSlickAAA1"	2020-12-20 00:38:30
"2427115591"	"1340373423529275392"	"BrendanRobins13"	2020-12-20 00:38:21
"1294839170477613056"	"1340373120700465152"	"xoxoTrumpGirl"	2020-12-20 00:37:09
"2922373167"	"1340372421564620801"	"my_naum"	2020-12-20 00:34:22
"982816622225346561"	"1340372287112028160"	"H8SpeechBandit"	2020-12-20 00:33:50
"1245062707092639744"	"1340372030798049281"	"LabargeLynnette"	2020-12-20 00:32:49
"213050398"	"1340371233234440192"	"ESEANDUB"	2020-12-20 00:29:39
"1265734268589875201"	"1340371003822764035"	"Harriet_The_Red"	2020-12-20 00:28:44
"20640205"	"1340370985837449217"	"lydiabell"	2020-12-20 00:28:40
"58047596"	"1340370860381773825"	"Angevin1170"	2020-12-20 00:28:10
"2438876897"	"1340370798591283202"	"janette_loftus"	2020-12-20 00:27:55
"1096854816423170048"	"1340370784829669376"	"CaliTrumpLady"	2020-12-20 00:27:52
"826278930923536385"	"1340370674242756608"	"LisaTrue12"	2020-12-20 00:27:26
"19307591"	"1340369978004885504"	"Sunnyc4u"	2020-12-20 00:24:40
"3214706236"	"1340369859474034689"	"DayTraderBandit"	2020-12-20 00:24:12
"1010707799930691584"	"1340369587460734981"	"tonebone721"	2020-12-20 00:23:07
