"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"54065567"	"1336794062519738368"	"risetoflyy"	2020-12-10 03:35:15
"1314426351441588224"	"1338339459838914562"	"BreckBilly"	2020-12-14 09:56:07
"1310019644930039808"	"1337560774215135232"	"Alex06937037"	2020-12-12 06:21:53
"2161706834"	"1337464531883347976"	"magaqmari"	2020-12-11 23:59:27
"1178389408199786496"	"1337464122200514567"	"SensingEnergy"	2020-12-11 23:57:50
"60496716"	"1337454900184170503"	"Skullmonkie"	2020-12-11 23:21:11
"826197045920690177"	"1337454561271951360"	"MARILYN19556"	2020-12-11 23:19:50
"840194109017075714"	"1337141248331681792"	"summerbreeze712"	2020-12-11 02:34:51
"1310251141893107713"	"1337133738187165699"	"AvaWood1984"	2020-12-11 02:05:00
"1452610592"	"1337104847519297542"	"MEHMETYARICI1"	2020-12-11 00:10:12
"855446614605012992"	"1337068380327718914"	"Barb20011"	2020-12-10 21:45:18
"990247781724925953"	"1337058644672868358"	"L1ghtB31ng"	2020-12-10 21:06:36
"854333722954432512"	"1337028376402538496"	"Alex_Avalon777"	2020-12-10 19:06:20
"1268282296903143425"	"1337025574531842051"	"Abc4672"	2020-12-10 18:55:12
"811115377"	"1337018751078830081"	"YoungYoungsd"	2020-12-10 18:28:05
"937023856111386625"	"1337018581654118402"	"CervantesGalan"	2020-12-10 18:27:25
"1137957898741403648"	"1337018522308849667"	"AnonymousSage1"	2020-12-10 18:27:10
"3070103570"	"1337007088225058816"	"jamesmarks176"	2020-12-10 17:41:44
"1105097027917148162"	"1337004756783525889"	"mikearonii"	2020-12-10 17:32:29
"220584725"	"1336988211244097538"	"IndigoHawthorne"	2020-12-10 16:26:44
"43276627"	"1336960653962211328"	"AdellaZone"	2020-12-10 14:37:14
"19184308"	"1336953325183528961"	"RoosGartner"	2020-12-10 14:08:06
"2153502157"	"1336949734192234501"	"garyrozarshahtv"	2020-12-10 13:53:50
"865719472618971138"	"1336944782929780739"	"UnlearningLies"	2020-12-10 13:34:10
"1117882918049865730"	"1336937684363849728"	"CharismaAlasta1"	2020-12-10 13:05:57
"636984619"	"1336921515078656001"	"stsilversage"	2020-12-10 12:01:42
"2201587776"	"1336918280292900865"	"madeINTheUSA006"	2020-12-10 11:48:51
"208656736"	"1336916834235396096"	"nattycat1957"	2020-12-10 11:43:06
"1311491208724836352"	"1336906710192181249"	"SunsetStarling"	2020-12-10 11:02:52
"280508095"	"1336904015557234690"	"LovinIntention"	2020-12-10 10:52:10
"885957619919200256"	"1336903019535892481"	"truthseeker6761"	2020-12-10 10:48:12
"946415196414840834"	"1336901712976769026"	"MoonlashZA"	2020-12-10 10:43:01
"1285773195065335814"	"1336900363962765312"	"TXFlowerChic"	2020-12-10 10:37:39
"1303310939110936576"	"1336855158622466050"	"Mandy24994694"	2020-12-10 07:38:02
"4323023897"	"1336851044496764929"	"444Cin444"	2020-12-10 07:21:41
"1289943318210777091"	"1336850555688394753"	"dem4trump20"	2020-12-10 07:19:44
"796089890219835392"	"1336847702240317442"	"scratchhere"	2020-12-10 07:08:24
"618351675"	"1336845638923902977"	"MichaelBalcom1"	2020-12-10 07:00:12
