"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"2371409671"	"1338977188163563523"	"ALEXNEWMAN_JOU"	2020-12-16 04:10:13
"792997820"	"1339232326648090625"	"ncdnow"	2020-12-16 21:04:03
"897808416"	"1339066987629056000"	"FreedomConnect_"	2020-12-16 10:07:03
"3070563499"	"1339062652379619328"	"MHSAgt355"	2020-12-16 09:49:49
"2371409671"	"1339058984456753153"	"ALEXNEWMAN_JOU"	2020-12-16 09:35:15
"1246608958095265794"	"1339011153368936449"	"GreyWol08482159"	2020-12-16 06:25:11
"1267032577333919744"	"1338991938415054850"	"ivan_novy"	2020-12-16 05:08:50
"88471243"	"1338989321014087685"	"MyWrldUpsdDown"	2020-12-16 04:58:26
"2768158820"	"1338982172561199105"	"FlorianJanina"	2020-12-16 04:30:01
"1290111288866209792"	"1338981745643970560"	"Heather14511902"	2020-12-16 04:28:19
"850767705103712257"	"1338981099473567744"	"OpesInt"	2020-12-16 04:25:45
"1297656804474642433"	"1338980132493479937"	"Geralyn96282816"	2020-12-16 04:21:55
"14803414"	"1338978918074888194"	"londerosa"	2020-12-16 04:17:05
"2405041586"	"1338978867659280386"	"richardebryant1"	2020-12-16 04:16:53
"1197602122839347202"	"1338977707082674177"	"PaniM01533936"	2020-12-16 04:12:17
"1240248863107305478"	"1338977454736683009"	"4_Musketeer_4"	2020-12-16 04:11:16
"1021425515499008001"	"1338977361736380418"	"travel_vc"	2020-12-16 04:10:54
"4252084872"	"1338977313782865920"	"ArgoTTV"	2020-12-16 04:10:43
