"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"1272539793457426432"	"1326901119835103232"	"RealCalvinX"	2020-11-12 20:24:14
"1072787528"	"1326918674188431360"	"EdwardCarpente2"	2020-11-12 21:33:59
"1299722914309255168"	"1326915033822093314"	"StueyDa"	2020-11-12 21:19:31
"2762917771"	"1326914936073752580"	"62lpb11"	2020-11-12 21:19:08
"1309870069556617217"	"1326913168396914688"	"Betsyrossi2"	2020-11-12 21:12:06
"1310917769957797894"	"1326912963488440321"	"lj_jeffs"	2020-11-12 21:11:18
"1193840387527299072"	"1326912902440374274"	"HealingSelf2"	2020-11-12 21:11:03
"1313930727499665411"	"1326911305370963971"	"DisabatoVickie"	2020-11-12 21:04:42
"1311632075942920192"	"1326910992140423168"	"axsonman1"	2020-11-12 21:03:27
"1006670243664670720"	"1326910961173884928"	"iiamjozzy"	2020-11-12 21:03:20
"1299785825945817095"	"1326910920589774856"	"TieRepublican"	2020-11-12 21:03:10
"434561900"	"1326910075227811840"	"jorefrelca"	2020-11-12 20:59:49
"1072899241"	"1326908864403566592"	"vallidawnhart"	2020-11-12 20:55:00
"1323998135937601537"	"1326908189833621507"	"EddieSargent17"	2020-11-12 20:52:19
"1298796852872187906"	"1326907469931704320"	"jeffsul08221158"	2020-11-12 20:49:28
"117176778"	"1326904757563363329"	"monalisasmile37"	2020-11-12 20:38:41
"130644112"	"1326903398189424641"	"gohatt"	2020-11-12 20:33:17
"41320715"	"1326901280892219393"	"breezbyyou"	2020-11-12 20:24:52
