"userIDs"	"statusIDs"	"retweeters"	"timestamps"
"46390071"	"1338852705524133889"	"TWIT_ANTHONY"	2020-12-15 19:55:34
"909066228341321734"	"1339589958898601985"	"DewaldTyson"	2020-12-17 20:45:09
"831651493329580032"	"1339254716597903361"	"Mmarty1230"	2020-12-16 22:33:01
"327720880"	"1338958632797564929"	"aruthcao"	2020-12-16 02:56:29
"1165026881055416325"	"1338957951537655811"	"Drugs420Pot"	2020-12-16 02:53:46
"2548362613"	"1338955211843530752"	"Lilstar109s"	2020-12-16 02:42:53
"1252225836893327360"	"1338944928026677250"	"AntnyWar"	2020-12-16 02:02:01
"1325697599995703297"	"1338943808252231680"	"NancyAs86612453"	2020-12-16 01:57:34
"2577518224"	"1338893153852674051"	"hacker_jeffery"	2020-12-15 22:36:17
"1144421822739492864"	"1338881111993278468"	"GBervelin"	2020-12-15 21:48:26
"733008584833945601"	"1338879912531333120"	"Agent_Acht"	2020-12-15 21:43:40
"2237693810"	"1338878681566097409"	"SueBarrella"	2020-12-15 21:38:47
"183699007"	"1338877508448555008"	"innocentikeh"	2020-12-15 21:34:07
"1200233629001175041"	"1338875639118565383"	"Roland87651576"	2020-12-15 21:26:42
"1602275804"	"1338867894457782282"	"okministries1"	2020-12-15 20:55:55
"38021309"	"1338865014019485708"	"FireIsland1"	2020-12-15 20:44:28
"1462882698"	"1338860526542065664"	"ElsaEstupin"	2020-12-15 20:26:39
"585374970"	"1338859212617646081"	"ProudAmer_2020"	2020-12-15 20:21:25
"1251983739216900097"	"1338858796173545472"	"ramosjf79"	2020-12-15 20:19:46
"956577573189726208"	"1338858354131697666"	"chris96306569"	2020-12-15 20:18:01
"1289997239776161796"	"1338858226008248321"	"BBC20223"	2020-12-15 20:17:30
"1261355893532352512"	"1338857798281510922"	"KurtThomson6"	2020-12-15 20:15:48
"1488303890"	"1338853744402952192"	"BrkcrBen"	2020-12-15 19:59:42
"746386057"	"1338853680553095170"	"TiendaSpiegel"	2020-12-15 19:59:26
"1219104831182270466"	"1338853483378720769"	"AndresI70500062"	2020-12-15 19:58:39
"1237919939400544257"	"1338853372267552773"	"barron_dennison"	2020-12-15 19:58:13
"1180551846190075905"	"1338853111461507074"	"Love_MyGarden"	2020-12-15 19:57:11
"817556066472955904"	"1338853070340575232"	"Ron5810"	2020-12-15 19:57:01
"264370052"	"1338853031933169666"	"Danandfam2011"	2020-12-15 19:56:52
"464585750"	"1338852958591725568"	"wldgrl"	2020-12-15 19:56:34
