"remaining_sg_ID"	"remaining_sg_UN"
"773271216412987392"	"Promethenaut01"
"1245250932171931648"	"bluelake25"
"484574394"	"nukodaihuku"
"1664151284"	"clayrush707"
"1234257819412488192"	"9whitefox9tail"
"2391196466"	"sima56uma"
"1180313846289854464"	"Micchan12211964"
"1302282027316555776"	"rDtQykl40DQ3vZk"
"1215037456929587200"	"rti3fLnTIvULfBi"
"1178761184914264064"	"4NF7cltpxbtZmpE"
"909630318939799553"	"amainongasuki1"
"1229261952037212161"	"flourish163"
"233283497"	"CharleneMThorne"
"1120318230256656385"	"Denise03816012"
"1254940017891385351"	"priamdesu"
