"remaining_sg_ID"	"remaining_sg_UN"
"38997088"	"tarahtori"
"1221262680788328450"	"Daniell53753144"
"1305831765362143232"	"JWondering17"
"1218666235086303232"	"May461014344"
"1069233650586112001"	"xsd5FnNgoKVjXau"
"1117894963080069121"	"KayeMullis"
"1270059321142005765"	"TrumpM4"
"2561734314"	"jlusrey"
"1276199723662114823"	"MarkFre42192352"
"1045131358622953473"	"Truth74897582"
"1323611659349319681"	"2020_how"
"819965543818018817"	"cutebengals"
"1311394802185854977"	"Candice81749123"
"4037606414"	"cmcnlv61"
"757330525149401088"	"baronbear55"
"797108390266814464"	"VoxAmerican"
"1335286744753741824"	"BellaRo55572627"
"1329127198264078345"	"Blackie1117"
"892236310672424962"	"SungHye12"
"2308367996"	"allmaneaglesfan"
"1329438626535645185"	"RhomeAm"
"407642413"	"patushing"
"2342252881"	"magag180"
"1404822042"	"freedoms411"
"911320678665785345"	"ReginaB1961"
"2504923600"	"mybabysc01"
"203780681"	"stephiewex"
"1377100981"	"PeterIodence"
"1198391759740579840"	"Vanotie1"
"2241551136"	"JKLiberty"
"796394604"	"cyndy77297"
"1181492951056293888"	"locksnuz1"
"2690720341"	"aik20140730"
"1312440778870992897"	"AnnTeich"
"1378537616"	"cwarren2000"
"920303999726657536"	"wr0hoeWy5WZByZU"
"1250786498326278144"	"ma90690290"
"1192152512930828288"	"DMarceeux"
