"remaining_sg_ID"	"remaining_sg_UN"
"2865671004"	"BubsDixon"
"1244089478194454528"	"tim_marburger"
"1084137142043987968"	"AnitaJReaves2"
"470653301"	"vicdavis1948"
"1316414646514077698"	"JrtxPro"
"875333640485515265"	"Iggyrock2"
"1321286759318233088"	"Lindsey82384920"
"1300989145813323778"	"Ridgerunner53"
"725549200033746945"	"Waltzlover45"
"1317196450661605380"	"antero22661857"
"897590967624138757"	"KimballKimball9"
"785960239157825536"	"DotPhil11"
"1860953034"	"RebeccaL1955"
"2616685014"	"RyneDanaryne"
"99330787"	"thorbjorn0610"
"821377041731821568"	"maryanns1942"
"849081840489164801"	"bella_tuscany"
"1262402147993321473"	"MoJo2122"
"1054452170878214144"	"JReimiel"
"868940253201125377"	"samike88"
"2580852956"	"don_pena"
"1106868880784453632"	"TheantiantiZio1"
"955073632564281346"	"Hingpack"
"263718917"	"dsharp62"
