"remaining_sg_ID"	"remaining_sg_UN"
"1289555788378202113"	"KatherineBrodi1"
"1186490104899989506"	"greanthumb"
"4579958537"	"LWetheri"
"1313848502015979521"	"Natalia28471394"
"1336444068231045120"	"ginger_gregory_"
"981763512"	"deltacrook"
"2899706427"	"Make__More"
"90005122"	"sandisle"
"763120931455860737"	"glassic131"
"1243301900835045383"	"rock2alt"
"571441563"	"anitaknepp"
"156453628"	"charlieshid"
"1298115745625395201"	"OhMy98458272"
"1276533715670360065"	"AlexPStory"
"817550626561331200"	"CharlaWash"
"246441921"	"495eaglerock"
"1193279877186834433"	"IesumAd"
"1129314636"	"JanetBrooks20"
"25048747"	"Bonfiredesigns"
"1142979917866553345"	"ednaldo53383712"
"1317839968711180289"	"DrThezDehPhD"
"24885372"	"dawnmartin5"
"1082077644164923395"	"kellnerjolene1"
"901514121903874048"	"307independent"
"882819739676028928"	"4L40Delta1BN"
"890913994621497344"	"bozena_z58"
"975382653183565824"	"Bretski13"
"17168775"	"shakeflintstone"
