"remaining_sg_ID"	"remaining_sg_UN"
"1314046648889163781"	"AlexMAGA86"
"1155301441575280642"	"Demslietoomuch"
"3293272475"	"056de60a75ac48e"
"1067995639261188096"	"christi64913966"
"813715572"	"hok1eboy"
"985652986620899328"	"cherylabrady"
"455101757"	"mikepmenza"
"24026225"	"DabbleEndeavors"
"1301586857545871361"	"GilesAgain"
"770590158806581248"	"LesaMoesch"
"1029813696409886720"	"H8theB"
"2974042497"	"3beebeebee3"
"1249161525291614208"	"Geraldo22603187"
"1219452948461293568"	"Jackie95460563"
"1124115539444498432"	"Syn57178603"
"33753849"	"puppylovr"
"69327156"	"VPRhonda"
"24894021"	"chshaw6969"
"757684264733282304"	"Lifaccordng2kat"
"1280295016045383681"	"Aussie26619825"
"53162642"	"RN4US"
