"remaining_sg_ID"	"remaining_sg_UN"
"1255480191796875265"	"ImnotnotJim"
"962780046237814785"	"Earldanehart"
"1206354729451868160"	"Anthony06511880"
"4083455412"	"fuera_carrillo"
"1154046870"	"333powpow"
"1050715589000515587"	"jacquelinekleto"
"3045973431"	"bodacious2012"
"969387479961923584"	"bill22057458"
"2990809781"	"wond3rlux"
"813336740341682176"	"Be_The_Light4JC"
"1239940870218092545"	"AndraAn59024754"
"1153779000436764674"	"ejmorais59"
"964938151201566720"	"AuthementJulie"
"3207551351"	"CarolynShoopman"
"1518334855"	"usanorthcoast"
