"remaining_sg_ID"	"remaining_sg_UN"
"772845282371469312"	"Daddy2GracePaul"
"1001951439759998976"	"ValerieMamaDuk1"
"1266914640266760192"	"Belinda40024376"
"2818208253"	"RickenRich"
"1322413070371663874"	"WildFlowersOf20"
"1006629509854982144"	"StarGazeLil1"
"296866235"	"goldblaze_"
"724738826585956352"	"tseivers59"
"1302995051048509441"	"simcik_renae"
"75392146"	"ellimayradrep"
"1251568378554318848"	"Redpilltaken1"
"15910775"	"marQspekt"
"926564800838160386"	"the_real_LAFord"
"190748280"	"Amipet11"
"922186054987337730"	"Famousme131"
"1287801254102609922"	"westnume"
"1290114706691293185"	"Heather46636258"
"1157868911620165632"	"DorrowMichelle"
"1266867198448021505"	"TyDomi3"
"1241748083509256196"	"techsniper23"
"1045714885563359236"	"ViBryant7"
"1205632882548641793"	"TVariousness"
"995602560496164864"	"Cybertario85"
"870131641"	"thewritejenny"
"1072583374131257344"	"redvine808"
"1303173058195124227"	"Iknowwhyudoity1"
"3061963254"	"Mexican_Ghost_"
"823582696995692548"	"OfficialAnitaSt"
"252884246"	"dunnet26"
"826448681184292866"	"icetea1313"
