"remaining_sg_ID"	"remaining_sg_UN"
"761445945703739392"	"MichaelAaronGr1"
"2193308900"	"H_C_Walls"
"1282098612042956802"	"lynnecarr20171"
"151251938"	"myriad8"
"1337590472022380546"	"Joonie04454753"
"946224764426817536"	"teeple_mike"
"1326057536248705024"	"donnyandMich"
"897511705038790656"	"mememepicme"
"2294482814"	"joyceAmackin"
"1315375680180289536"	"CaryHudson17"
"143249559"	"taowy79"
"1355757092"	"carlos_chocron"
"1273239977011425280"	"senatorsane1"
"296867794"	"413714"
"1061798185100890112"	"BadassBass39"
"1291821394486013953"	"ChrisRene1"
"345661292"	"jjnewboots"
