"remaining_sg_ID"	"remaining_sg_UN"
"205053749"	"Harkenfinancial"
"33255102"	"Sandcrab77"
"109912580"	"hawkeye6910"
"829575085086371841"	"PhlexXxStallion"
"814281055054262272"	"jswift915"
"1345772725"	"butternugget42"
"1032337618309193728"	"TsukuyomiServa1"
"29890789"	"BeccaTampa"
"701604790560755712"	"Leecarp009"
"1328014158407888897"	"RStrowitzki"
"2606841817"	"0_Shade_"
"241808099"	"akaellemonty"
"1324555157279961089"	"best88net"
"2200463588"	"cah19982"
"1313565009033617408"	"gabrmaci"
"2652244128"	"rolebu1"
"1324574281267879936"	"MaxGryffin"
"1261798426813005824"	"Flor8Rosa"
"634032774"	"BobMacgregor1"
"1082202607672684549"	"kpop_my_love__"
"824458920198635522"	"LelaLela519"
"1335712219"	"madmatt_paul"
"481451298"	"MichaelKWhite2"
"1223983872142123009"	"sophiacu2"
"1266586994206892033"	"TimPaine1794"
"574608880"	"_Chris_Real"
"3894819315"	"RealVoiceShark"
"35793872"	"manuelmoeg"
"2226128118"	"brandonblacksta"
"1286181569233694720"	"DancingwithmyD3"
"988548216160440320"	"EmilyDickensJux"
"159603200"	"DRCTHRU"
"1249429073392099328"	"TexanOff"
"1314069178261872640"	"princessmyah___"
"1130959009488494603"	"pasteljunnie"
"362909698"	"KitPerdunn"
"891668196637503489"	"Hopingbutton"
"1275566392712916993"	"kristen_bevers"
"25043604"	"notanangel81"
"1100587328219856896"	"NESportsDaily"
"1231313760205332481"	"Hotshortie11"
"1261344543628288009"	"RancourtBella"
"883012395899244545"	"Teotwawki_Club"
"1053962610"	"AbrinaLauren"
"2347323266"	"wildwillow65"
"4205522781"	"lmNlck_"
"24278699"	"Snickers45"
"2512654500"	"alga010"
"740793068262182916"	"freyaxkennard"
"732845008592723968"	"Commentator1776"
"827445508620836864"	"AndyRam01535689"
"355669720"	"baston_james"
"1300923276772794370"	"garden_lora"
"1651750495"	"__Imjustme_"
"910973748894822402"	"missrileygh"
"584349259"	"LucyMcCaffrey"
"10937002"	"chefspot"
"1132345761558138881"	"iamjuaanv"
"249443447"	"Nit_twit37"
"1327311606825578497"	"Wolf71112879"
"15587995"	"mysduende"
"1238474761090539522"	"TessaBlue18"
"701994068"	"ezyernie"
"1322284019610869760"	"tater_rot"
"1851946352"	"jermaine_forte"
"1005848445373046786"	"SanityTruth"
"380613936"	"kbartletttt"
"19453413"	"wendyrx"
"1419364002"	"epicboy0432"
"1139531761317285888"	"LurkerbotX"
"4872276735"	"rollusmc"
"1295512074685210625"	"P1nkparadise_"
"369558875"	"Magpiestars"
"3111827388"	"PrairieDogFan"
"885956141540405248"	"StaywokeV"
"1170140766"	"BionicMD"
"753153806599323648"	"odilie_i"
"868138849016401921"	"DiXNai4ever"
"1102296237619896320"	"TommyAsher6"
"1260998826"	"taraja_a"
