"remaining_sg_ID"	"remaining_sg_UN"
"51449233"	"Random230"
"898857896"	"killinger_lisa"
"1324969932765990913"	"BudBud1776"
"3237526055"	"marymillslowe"
"1254069938609946625"	"Kathy99195007"
"1292845792013643776"	"Greg21504871"
"1334256655412891648"	"Zwerni1"
"1047278190014730241"	"RedwanArosh1"
"2427115591"	"BrendanRobins13"
"2922373167"	"my_naum"
"982816622225346561"	"H8SpeechBandit"
"1245062707092639744"	"LabargeLynnette"
"213050398"	"ESEANDUB"
"1265734268589875201"	"Harriet_The_Red"
"20640205"	"lydiabell"
"58047596"	"Angevin1170"
"19307591"	"Sunnyc4u"
