"remaining_sg_ID"	"remaining_sg_UN"
"786929797419106304"	"shellygrace75"
"928084379305377792"	"Billysquailia1"
"3005397562"	"Harmonymelody42"
"314927294"	"MikePShanahan"
"1327697750612447238"	"SensibleInsurg1"
"308992926"	"samlibere"
"1239310072380968960"	"SamCostner1"
"1270603115599986689"	"Lovewins7777777"
"1311126076051976192"	"SandyKennedy777"
"1276199723662114823"	"MarkFre42192352"
"1045131358622953473"	"Truth74897582"
"300288616"	"TrumpUSA74"
"1193206947039924227"	"IndeeEvans"
"1515860796"	"dkelkton"
"54841567"	"aftalal"
"4158395861"	"Fount_of_Truth"
"4691290693"	"Octolight"
"1320208078843904001"	"DominiBrien"
"935129866944630784"	"JoyliebtdieErde"
