"remaining_sg_ID"	"remaining_sg_UN"
"126048397"	"PonchoTraductor"
"947777240309252097"	"TronCali1"
"852774960"	"Atombomb78"
"1276045967955984385"	"thetimeisnow112"
"1079672562857193472"	"RomanatoM"
"1106564102153998336"	"ken_beto"
"986826837581058048"	"Cub1951"
"913094903877459968"	"redpepper331"
"50785766"	"biriss"
"1011873402"	"DonnaCor45"
"774600703134138368"	"AJ22347623"
"1267163012047257604"	"Ricardo07528776"
"1328073971418349569"	"RedCalifornia3"
"797762330"	"shepard_kriste"
"321534890"	"albgardis"
"1196511751874973697"	"ewald_jeffery"
"953111414801141762"	"BurauFred"
"1228340552"	"MAGAPEACE2020"
"1202293742985596929"	"punkassaudrey2"
"1294808904241745920"	"Edla171"
"1261355893532352512"	"KurtThomson6"
