"remaining_sg_ID"	"remaining_sg_UN"
"893479034998468610"	"hmof2gs"
"736758183272681473"	"418gurjeet"
"371199797"	"mookiesma"
"2530758806"	"lily_oh_lily_"
"253868844"	"cathymoore2"
"27928204"	"CivilianZer0"
"890612556393590785"	"JumpSdolbo"
"871766583646998528"	"nerode_n"
"1316096854283685888"	"WSpersists"
"1295756008179077121"	"LuisVel56268383"
"43919645"	"facelift25"
"821060543855390721"	"KidComet2"
"846127897706446848"	"elephant1417"
"3050898020"	"PragmaticMadrid"
"53752278"	"srk908"
"803687377"	"miscelaineee"
"331071452"	"FtBragg_nc"
"1296560298157944832"	"Goyakhla1"
"28481372"	"JohnyAction"
"698903"	"zaren"
"1305865621880569856"	"JustmeAnybody"
"1275250555435257857"	"Fmfour1"
"136427497"	"DarlysArcia"
"115212572"	"DarkStarStorm"
"1310573951362437120"	"USAntifa1"
"704011412352442368"	"MonicaRWMBA"
