"remaining_sg_ID"	"remaining_sg_UN"
"1330755384865329153"	"elect_of"
"1261031012336840705"	"LisaGoi85334967"
"157452690"	"MeUseritsme"
"937173606362120192"	"pbarbara838"
"593023091"	"mbjamby"
"1063067628871270400"	"lacorte_nancy"
"3349545851"	"Jennjerkyb"
"1330186082697228290"	"DelanahDg"
"117142709"	"Barbarajdurkin"
"1238145572114235392"	"RACGL1"
"1031277526470062082"	"MariaCapano2"
"4261044034"	"TrouttBon"
"2735492344"	"KATtarina_Fl"
"1319339812437053443"	"RachaelGOTRUMP"
"1087536337912180736"	"Teebaby19588204"
"296867794"	"413714"
"697096087551791104"	"RealTonya45"
"3989262431"	"tulip1688"
"1316924503616704513"	"MrGeorgeGrey"
"70017109"	"chaneyfamily7"
"960336802887290880"	"JBradleyBurnett"
"924057644"	"prometeoblue"
"1149626516"	"Nlorp"
"1002580513880727552"	"SherryH19953129"
"2236677127"	"luvindiemusic"
"283175347"	"marksabillo"
"202749635"	"PaLeonda"
"32275771"	"annlozuk"
"878188664903348224"	"Marie81955863"
"790254667"	"MonicaHinSA"
"1234231716304293888"	"MImbruno"
"20518313"	"teachingazteca"
"1317674217140342785"	"TrumpGi46429646"
"1266145373854326784"	"VicenteMenjivar"
"1327972723662991364"	"jojo33183266"
"1282567163660898306"	"HEYWALIO211"
