"remaining_sg_ID"	"remaining_sg_UN"
"1070136612745592832"	"joyful17883627"
"97802095"	"spawarsyscom"
"1314171236856090624"	"naughty05862332"
"4081244838"	"AdiLudiShadow"
"1111016587581100032"	"CafePeters"
"43420311"	"kits54"
"198006777"	"joserod100"
"1205822826286059520"	"Nana21712443"
"1303348148090343424"	"user259797"
"736818199"	"RichardNeal39"
"30542388"	"ladylight33"
"793455263063957504"	"Arnold_USA1776"
"1214069035"	"ellieofa"
"296253944"	"larrydee1"
"738399937734397952"	"land_of_dfree"
"1212940210478043136"	"Element61159755"
"34850231"	"TonyinNY"
