"remaining_sg_ID"	"remaining_sg_UN"
"1242292607260037122"	"DonnatruthGod"
"1046054908133351425"	"bmeddders"
"1042607887791665152"	"BryceJa68689884"
"3359775520"	"Awakened_Seeker"
"65484663"	"injunlar"
"1301179201601634306"	"MommaV39487700"
"53194066"	"CarenNealon"
"34049167"	"tlblv1"
"1186489329289285632"	"ChrisVassall"
"1292961538660282383"	"Mona03225455"
"1184686644063916032"	"gardengringa"
"4716805394"	"mlanders2016"
"10474242"	"pelletman"
"732176066"	"skelleywagg"
"2165471390"	"Rnfruita"
"301081721"	"Caymanmimi"
"1328736758616363008"	"von_fifi"
"898710694056558592"	"d4wnbr34ks"
"973642430904926208"	"videoctr"
"1038513356"	"beelisalane"
"407092131"	"jonsmythers"
"1023003755912941568"	"CherylI83886029"
"826473121410605056"	"FromHimGrace"
"1314984763153879044"	"MenanneyahooCo1"
"1220114274"	"SeymourZec"
"156603711"	"Dr_Drekkle"
"1316299100489314305"	"AmoLosRios"
"2990287883"	"CGrhound"
"15357091"	"BretonGeniusBoy"
"1288627007987888128"	"Karen27215712"
"887071000432488448"	"TruthserumMN"
"1410086040"	"DanFined"
