"remaining_sg_ID"	"remaining_sg_UN"
"2949570709"	"comhj202"
"1313848502015979521"	"Natalia28471394"
"944157752812883968"	"Laura48673787"
"954226065400041477"	"ElleMullinax"
"22374679"	"teach16"
"981763512"	"deltacrook"
"2682562986"	"naheedinboca1"
"1269250345114484742"	"DarlaDunkin"
"2206795918"	"PrintThatPlease"
"1573927814"	"the_Storm45"
"2904440481"	"Maruflor_67"
"246441921"	"495eaglerock"
"1114536362148081664"	"TD180613404"
"1321526569920323591"	"LetiziaDebra"
"1286785041469550592"	"1Morris7"
"867500474496294912"	"luvforusa"
"127897275"	"patriot1115"
"822665974104997889"	"chupie71"
"370827024"	"Frankie3NYC"
"1175421512221974533"	"DoritW"
"784809765281161217"	"SalenaVincent4"
