"remaining_sg_ID"	"remaining_sg_UN"
"1314046648889163781"	"AlexMAGA86"
"1300827072533860357"	"Joan75587900"
"1280484391416782850"	"LEGALESE711"
"223896073"	"LauraWilsonGal"
"1251728659754430466"	"UnityOfGod1"
"1436345414"	"BarrieWeiss"
"959159688851066880"	"jimmyvcavallo"
"1004824277391237121"	"Hecra7"
"904563668"	"ridgerider37"
"1414029030"	"hargarita"
"985652986620899328"	"cherylabrady"
"1301586857545871361"	"GilesAgain"
"15527834"	"W666DY"
"1244107651241447426"	"ChuckMa10442409"
"997340324837048320"	"lemon_Orange22"
"1315274319786721280"	"1Nrv0TY4yI45myy"
"1291844068943646720"	"qQp1NAIqa2Hm2sT"
