"remaining_sg_ID"	"remaining_sg_UN"
"60152472"	"cherylmettler"
"1046880121045622784"	"LecroixTammy"
"832757124979503104"	"talltulips19833"
"3207551351"	"CarolynShoopman"
"832423351557771264"	"FakeDoBolsonaro"
"329244787"	"jvidal06"
"44788203"	"CasaDelAngel"
"1307516915229679616"	"mah_bean"
"1080644567475593221"	"SandyValeski"
"29560299"	"clydesdales22"
"446723616"	"stacildowney"
"1311394802185854977"	"Candice81749123"
"720666741412483072"	"thewatchfulmom"
"3229939062"	"ohj2047316"
"1303784549596491777"	"ReaMo43943202"
"1297522193081995264"	"ct_unite"
"828982664803794945"	"shieldscandie99"
"1234037494514978816"	"TrueOne2020"
