"remaining_sg_ID"	"remaining_sg_UN"
"1331407181887852544"	"jimbadpatriot"
"15244807"	"Sinatra1fan"
"583252309"	"GingerMcFall"
"1084649774828146688"	"AliT68712655"
"1260239776847925251"	"Paul_9909"
"1285738143325593602"	"Yats98373035"
"787757677304770560"	"CicconeJoanne"
"998083001241260032"	"AriellaStone417"
"432078086"	"th_kekf"
"1597191330"	"bmrison"
"2763607757"	"UpchurchAmylynn"
"337343993"	"widicus"
"1707794683"	"CindyBr15464234"
"1213579734304444416"	"ICUAWitness"
"2767739896"	"cheeba_fox"
"1303337548362723329"	"comedyprotest"
"38578484"	"ARM1976"
"730248972128817152"	"Roxanne060979"
"1075193114636124160"	"pandemiccapital"
"1003067353"	"mspeppermill"
"1320856164"	"dunlap345"
"1291924082368360449"	"SisterLou1"
"949745632951943168"	"M_J_Q_Texan"
"1100385229402001409"	"TheWATPles"
"715013962165850113"	"ScottLeelon"
"1167611047219359744"	"FreedomNTFree1"
"3590955252"	"GingiFur"
"227610659"	"SMiLE_1967"
"892021569274257408"	"ally_thor"
"25574865"	"RoseVictorian"
"1595783780"	"cibipyon"
"465531497"	"007Akemi"
"939919015010603008"	"America38137452"
"21627580"	"Nyc1Simone"
"880508877527109632"	"Dinascottusa17"
"811654652"	"jewelingbee"
"1008306096593829889"	"ShainFlyre"
"1271230753150513153"	"sueatx"
"986967429371719680"	"DBbQo70MqVXucH4"
"28364283"	"reoglenn"
"1308495134703661056"	"John79738700"
"2465176166"	"Locomama1961"
"3192954225"	"prada214631"
"47802592"	"JLG1956"
"1188442238424178690"	"Tidiane_270"
