"remaining_sg_ID"	"remaining_sg_UN"
"1192599890959962112"	"AbeFroman2020"
"3245779579"	"rose_hunter"
"1314046648889163781"	"AlexMAGA86"
"1275836106282582016"	"BabatundeTemmy9"
"2605774730"	"JaguarJinx"
"1077229839638323200"	"E888Easy"
"376919142"	"paintedinblack2"
"1335805628267302916"	"GingerLord15"
"908083855902625792"	"greninjastorm"
"1326057536248705024"	"donnyandMich"
"187778059"	"estee65"
"141078115"	"jofercu"
"1315375680180289536"	"CaryHudson17"
"296867794"	"413714"
"980207624175185920"	"Unus_Patri"
