"remaining_sg_ID"	"remaining_sg_UN"
"1237484825642237952"	"rodknocker12"
"96007805"	"Vivianerecife"
"2738931056"	"CeliaLuz8"
"211713629"	"Lizzseven7"
"1088427058269704193"	"LuizaL77339796"
"1261295133670203393"	"MariaSocorroBr4"
"1289582478504726528"	"jewelmasterfan1"
"1308853229887918082"	"cassy_bol"
"27750164"	"ragnarokkrr"
"1240434740236337160"	"LorettaKyle6"
"151261251"	"softyalmohadas"
"1303954835595689985"	"JanetFenwick5"
"1093048103857467392"	"calbenoar"
"1080303963285741569"	"olmoist"
"89822675"	"jla734"
"1324555157279961089"	"best88net"
