"remaining_sg_ID"	"remaining_sg_UN"
"24609793"	"smi_ras"
"921410730489982978"	"Michellemcgrew7"
"75020778"	"PrescottBobcat"
"181419047"	"WorldFighter400"
"1290288812581482496"	"CathGseekingtr1"
"228121110"	"chocolatinhoazu"
"1328894442783338496"	"Templarx3"
"1010602096822022144"	"marion44194409"
"1337590472022380546"	"Joonie04454753"
"1321406832"	"archangelscottt"
"1274538000672854018"	"AdeptOrder"
"1902105686"	"disappointedwpt"
"3149758719"	"thekath18"
"1073414239107244033"	"Canaan16629563"
"2266135687"	"LilySaenz1"
"425633530"	"Sathish4546"
"1153314108890058753"	"One4POTUS2020"
"1317941836435103744"	"WendyBr16736861"
"1213286361634988032"	"JenniferRiple13"
"977167771007180800"	"KeittcatHudson"
"1231565401"	"eBeaulay"
"2192397472"	"MatthewMjbarbs"
"934630370582044678"	"LauraAr64876283"
"858934477"	"moreland_g"
"1246990501158371330"	"AngelaBourelle"
"885563592"	"Monbebe1Tg"
"786567656576954368"	"notasheep1"
"1273720009810796545"	"Guppy49872580"
"821752764"	"HopeEternall"
"1252926735097577472"	"djuric_vera"
"14538925"	"14lou"
"71582859"	"Laurelj100"
