"remaining_sg_ID"	"remaining_sg_UN"
"832295934415536128"	"MoMo4stars"
"719903699628343297"	"1rstarr1"
"1191170241021317120"	"barena_joseph"
"836768310574338048"	"AnnLewter"
"952019569123778560"	"DavidKn48778173"
"1337957194101362694"	"Bradee68811681"
"1177897885742047233"	"ChrisRi01983176"
"2855840173"	"poppajosephy"
"363955840"	"LawlessBorders"
"2689182398"	"jazbina3"
"1921229810"	"arboleda_mario1"
"2963973035"	"zhixiangziyou"
"1337814835317370884"	"LindaEvans1776"
"293893939"	"EviennaAigner"
"2310967417"	"maddmo714"
"1155120925034967041"	"DebraSm41667235"
"877151149605900288"	"Scotag8ter1"
"937807519"	"emmbeliever"
"822434921591504897"	"gina7787"
"91997913"	"jinouyang"
"1316531318088503296"	"RussellMarinoS1"
"3005397562"	"Harmonymelody42"
"819392474531643392"	"wolfcapt319"
"1063837131884425222"	"Tom73346132"
"3519241694"	"pdm_paula"
"569059762"	"staco_da_niggla"
"4226926456"	"dilcia_tovar"
"251756051"	"Q_uest4Truth"
"810065444"	"EtnWander"
"865041168542736384"	"Lupita67713215"
"701335821958324224"	"marileshernand1"
"581527284"	"Churumero14"
"34217076"	"victorvr"
"1702593823"	"cmbl2010"
"1295052642"	"d_hellodolly"
"141294600"	"rb49er1"
"3317900328"	"avilapatricia22"
