"remaining_sg_ID"	"remaining_sg_UN"
"973271407391100928"	"timothy_gumm"
"17836135"	"BrianUkulele"
"3022862503"	"comms24_c24"
"346111367"	"EvaBrown11"
"438848563"	"TweeterLE2012"
"993961088"	"HildCs"
"938901218029694976"	"SCgirlinGAworld"
"2513435397"	"Love_America2"
"954835223300182017"	"Keith4Change"
"1253163411489222657"	"EllePea10"
"1121993177274171392"	"kb2397079611"
"233143235"	"EReldeonk"
"20486061"	"jon_a_glenn"
"302291628"	"LA_Latingirl"
"3774276143"	"1RealBenito"
"817537386"	"GEOFFREYNS"
"3227346834"	"Jeff46686993"
"16614313"	"CherylinMass"
"2409451987"	"mccunecicki"
"431243129"	"RodgerVarley"
"210864904"	"BigpapiHT"
"21095543"	"user239956"
"1031777041354379264"	"JamesonHalpern"
"1051959320286568451"	"vivianfarley53"
"1172686008657305600"	"Noel16639478"
"825876614"	"MamaColandene"
"2901824044"	"realcaddytc"
"381858912"	"Civil_war_elect"
"1254149646928183296"	"CMoses10380708"
"890308647536005126"	"MWhalen1907"
"1641077791"	"Maximus7799"
"1183843617095467008"	"Katie31382922"
"252822864"	"halemaryTN"
"484931621"	"TomYork316"
"786363332"	"monalisaveritas"
"831597414263844864"	"JuneSmith888"
"968942893259001857"	"Steve73058868"
"780285253201952768"	"lyle_laser"
"2847948921"	"christiankingo1"
"865225293841158145"	"Barbaren7"
"1221963833700429825"	"Linda39125805"
