"remaining_sg_ID"	"remaining_sg_UN"
"1221830839111225346"	"Sjsjwlensj"
"1121233768046628864"	"cuarentenauwu"
"967692670104752129"	"dermerion"
"1012965996552970240"	"Slifer08371957"
"562215572"	"FrancoSuarez20"
"1113585546939588610"	"Salvaespinosa5"
"1711136893"	"EugeGo4"
"966046561884139520"	"Jeicoelmasca"
"984492192541696000"	"Valiquetti_"
"1051860946912772097"	"eboy_falso"
"704727294955364352"	"leandrowwo"
"2289883398"	"MartnCiur"
"898994767"	"ChiconiOreste"
"1032459116118200320"	"lalopandilla"
"1147369332474896384"	"hernanbarboza_"
"704571655994081280"	"LauJaime07"
"701876316065427458"	"lucasrodriguezg"
"149804888"	"harry_saladillo"
"786655706619506689"	"Melsuarez1k"
"375440847"	"LuSmilari"
"2359985675"	"ROGARDU026"
